測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
38205080,2024/08/01,01,0.002,0,0.009,0.009,,0.026,0.08,1.84,1.92,0.015,,,CALM,0.1,,
38205080,2024/08/01,02,0.002,0,0.016,0.016,,0.015,0.07,1.84,1.91,0.012,,,NNW,0.8,,
38205080,2024/08/01,03,0.002,0.001,0.020,0.021,,0.008,0.09,1.83,1.92,0.015,,,NNW,0.5,,
38205080,2024/08/01,04,0.002,0.001,0.022,0.023,,0.004,0.08,1.83,1.91,0.012,,,CALM,0.3,,
38205080,2024/08/01,05,0.002,0,0.017,0.017,,0.006,0.07,1.82,1.89,0.013,,,NNW,0.6,,
38205080,2024/08/01,06,0.002,0.001,0.012,0.013,,0.008,0.07,1.83,1.90,0.012,,,CALM,0,,
38205080,2024/08/01,07,0.002,0.005,0.011,0.016,,0.007,0.07,1.84,1.91,0.011,,,N,0.8,,
38205080,2024/08/01,08,0.003,0.010,0.012,0.022,,0.010,0.08,1.82,1.90,0.013,,,NNW,0.5,,
38205080,2024/08/01,09,0.002,0.005,0.008,0.013,,0.015,0.08,1.82,1.90,0.012,,,N,1.7,,
38205080,2024/08/01,10,0.001,0.004,0.006,0.010,,0.019,0.07,1.82,1.89,0.005,,,N,1.7,,
38205080,2024/08/01,11,0.001,0.002,0.006,0.008,,0.028,0.06,1.83,1.89,0.012,,,N,1.4,,
38205080,2024/08/01,12,0.001,0.001,0.004,0.005,,0.043,0.06,1.83,1.89,0.014,,,N,1.6,,
38205080,2024/08/01,13,0.001,0.001,0.003,0.004,,0.051,0.07,1.83,1.90,0.013,,,N,1.1,,
38205080,2024/08/01,14,0.001,0.001,0.003,0.004,,0.047,0.06,1.83,1.89,0.012,,,N,1.3,,
38205080,2024/08/01,15,0.001,0.001,0.003,0.004,,0.054,0.06,1.84,1.90,0.016,,,N,1.5,,
38205080,2024/08/01,16,0.001,0,0.002,0.002,,0.046,0.06,1.84,1.90,0.013,,,N,1.4,,
38205080,2024/08/01,17,0.001,0.001,0.003,0.004,,0.039,0.05,1.84,1.89,0.012,,,N,0.9,,
38205080,2024/08/01,18,0.001,0,0.003,0.003,,0.044,0.05,1.84,1.89,0.015,,,NNW,1.0,,
38205080,2024/08/01,19,0.001,0,0.004,0.004,,0.059,0.06,1.83,1.89,0.016,,,NW,0.7,,
38205080,2024/08/01,20,0.001,0,0.009,0.009,,0.054,0.07,1.82,1.89,0.026,,,NNW,0.7,,
38205080,2024/08/01,21,0.002,0,0.009,0.009,,0.038,0.08,1.83,1.91,0.019,,,SE,0.8,,
38205080,2024/08/01,22,0.002,0.001,0.008,0.009,,0.027,0.12,1.88,2.00,0.016,,,S,0.4,,
38205080,2024/08/01,23,0.001,0.001,0.007,0.008,,0.022,0.12,1.92,2.04,0.016,,,SE,0.6,,
38205080,2024/08/01,24,0.001,0.001,0.007,0.008,,0.021,0.12,2.05,2.17,0.015,,,SE,0.4,,
38205080,2024/08/02,01,0.001,0,0.006,0.006,,0.019,0.16,2.21,2.37,0.013,,,CALM,0.2,,
38205080,2024/08/02,02,0.001,0.001,0.006,0.007,,0.019,0.10,1.94,2.04,0.015,,,S,0.6,,
38205080,2024/08/02,03,0.001,0.001,0.006,0.007,,0.018,0.09,1.85,1.94,0.014,,,S,1.0,,
38205080,2024/08/02,04,0.001,0.001,0.008,0.009,,0.017,0.09,1.84,1.93,0.015,,,S,1.0,,
38205080,2024/08/02,05,0.001,0.001,0.009,0.010,,0.015,0.09,1.89,1.98,0.015,,,CALM,0.1,,
38205080,2024/08/02,06,0.001,0.001,0.009,0.010,,0.011,0.11,1.96,2.07,0.017,,,SSE,0.4,,
38205080,2024/08/02,07,0.002,0.002,0.010,0.012,,0.014,0.12,1.89,2.01,0.017,,,NNW,0.9,,
38205080,2024/08/02,08,0.002,0.009,0.017,0.026,,0.014,0.10,1.85,1.95,0.018,,,N,1.0,,
38205080,2024/08/02,09,0.002,0.007,0.014,0.021,,0.021,0.09,1.83,1.92,0.021,,,N,1.0,,
38205080,2024/08/02,10,0.002,0.004,0.010,0.014,,0.032,0.08,1.84,1.92,0.018,,,N,1.7,,
38205080,2024/08/02,11,0.001,0.002,0.007,0.009,,0.042,0.08,1.84,1.92,0.022,,,N,2.1,,
38205080,2024/08/02,12,0.001,0.001,0.005,0.006,,0.053,0.08,1.84,1.92,0.025,,,N,1.6,,
38205080,2024/08/02,13,0.001,0.001,0.003,0.004,,0.062,0.07,1.83,1.90,0.027,,,NNW,1.0,,
38205080,2024/08/02,14,0.001,0.001,0.003,0.004,,0.063,0.06,1.83,1.89,0.021,,,N,1.3,,
38205080,2024/08/02,15,0.001,0.001,0.003,0.004,,0.054,0.06,1.83,1.89,0.016,,,N,1.0,,
38205080,2024/08/02,16,0.001,0,0.003,0.003,,0.048,0.07,1.84,1.91,0.013,,,N,1.7,,
38205080,2024/08/02,17,0.001,0.001,0.003,0.004,,0.049,0.07,1.83,1.90,0.017,,,N,1.5,,
38205080,2024/08/02,18,0.001,0,0.003,0.003,,0.051,0.07,1.83,1.90,0.017,,,NNW,1.2,,
38205080,2024/08/02,19,0.001,0,0.004,0.004,,0.059,0.06,1.83,1.89,0.019,,,N,0.9,,
38205080,2024/08/02,20,0.002,0,0.006,0.006,,0.045,0.07,1.83,1.90,0.020,,,CALM,0.2,,
38205080,2024/08/02,21,0.002,0,0.007,0.007,,0.037,0.07,1.83,1.90,0.019,,,N,0.8,,
38205080,2024/08/02,22,0.002,0,0.008,0.008,,0.032,0.08,1.88,1.96,0.016,,,SE,0.6,,
38205080,2024/08/02,23,0.002,0.001,0.006,0.007,,0.031,0.08,1.90,1.98,0.018,,,CALM,0.2,,
38205080,2024/08/02,24,0.001,0.001,0.007,0.008,,0.024,0.12,1.95,2.07,0.016,,,SSE,0.6,,
38205080,2024/08/03,01,0.001,0.001,0.010,0.011,,0.020,0.10,1.93,2.03,0.018,,,N,0.5,,
38205080,2024/08/03,02,0.002,0.001,0.019,0.020,,0.011,0.10,1.88,1.98,0.018,,,SE,0.8,,
38205080,2024/08/03,03,0.001,0.001,0.019,0.020,,0.007,0.10,1.94,2.04,0.017,,,CALM,0.3,,
38205080,2024/08/03,04,0.001,0.001,0.015,0.016,,0.009,0.12,1.99,2.11,0.018,,,SSE,0.6,,
38205080,2024/08/03,05,0.001,0.001,0.012,0.013,,0.011,0.13,1.96,2.09,0.019,,,CALM,0,,
38205080,2024/08/03,06,0.001,0.001,0.007,0.008,,0.013,0.14,1.93,2.07,0.019,,,SSE,0.8,,
38205080,2024/08/03,07,0.001,0.001,0.007,0.008,,0.015,0.15,1.97,2.12,0.022,,,CALM,0.3,,
38205080,2024/08/03,08,0.001,0.001,0.006,0.007,,0.022,0.15,1.86,2.01,0.022,,,SE,0.5,,
38205080,2024/08/03,09,0.002,0.005,0.013,0.018,,0.024,0.10,1.83,1.93,0.025,,,N,0.7,,
38205080,2024/08/03,10,0.001,0.004,0.011,0.015,,0.028,0.09,1.84,1.93,0.027,,,N,1.5,,
38205080,2024/08/03,11,0.001,0.003,0.008,0.011,,0.038,0.08,1.84,1.92,0.036,,,N,1.6,,
38205080,2024/08/03,12,0.001,0.001,0.006,0.007,,0.052,0.08,1.84,1.92,0.032,,,N,1.3,,
38205080,2024/08/03,13,0.002,0.001,0.004,0.005,,0.066,0.07,1.84,1.91,0.033,,,N,1.5,,
38205080,2024/08/03,14,0.002,0.001,0.003,0.004,,0.068,0.07,1.84,1.91,0.035,,,N,1.4,,
38205080,2024/08/03,15,0.002,0.001,0.003,0.004,,0.065,0.07,1.84,1.91,0.030,,,N,1.6,,
38205080,2024/08/03,16,0.002,0.001,0.004,0.005,,0.059,0.07,1.85,1.92,0.033,,,N,1.5,,
38205080,2024/08/03,17,0.002,0.001,0.004,0.005,,0.056,0.06,1.85,1.91,0.032,,,N,1.4,,
38205080,2024/08/03,18,0.002,0,0.003,0.003,,0.061,0.07,1.84,1.91,0.028,,,NNW,0.7,,
38205080,2024/08/03,19,0.001,0,0.003,0.003,,0.052,0.06,1.84,1.90,0.025,,,NNW,1.1,,
38205080,2024/08/03,20,0.001,0,0.005,0.005,,0.047,0.07,1.84,1.91,0.026,,,N,1.1,,
38205080,2024/08/03,21,0.003,0,0.009,0.009,,0.039,0.09,1.84,1.93,0.026,,,NNW,0.4,,
38205080,2024/08/03,22,0.002,0,0.008,0.008,,0.034,0.10,1.86,1.96,0.026,,,SSE,0.8,,
38205080,2024/08/03,23,0.002,0.001,0.008,0.009,,0.029,0.10,1.90,2.00,0.022,,,CALM,0.3,,
38205080,2024/08/03,24,0.002,0.001,0.008,0.009,,0.027,0.11,2.00,2.11,0.022,,,SE,0.9,,
38205080,2024/08/04,01,0.002,0.001,0.007,0.008,,0.027,0.09,2.01,2.10,0.025,,,CALM,0.1,,
38205080,2024/08/04,02,0.002,0,0.011,0.011,,0.028,0.08,1.89,1.97,0.022,,,CALM,0.1,,
38205080,2024/08/04,03,0.002,0,0.012,0.012,,0.029,0.10,1.84,1.94,0.025,,,CALM,0.2,,
38205080,2024/08/04,04,0.003,0.001,0.012,0.013,,0.027,0.10,1.85,1.95,0.027,,,SSE,0.9,,
38205080,2024/08/04,05,0.002,0.001,0.012,0.013,,0.018,0.12,1.91,2.03,0.026,,,SSE,1.0,,
38205080,2024/08/04,06,0.001,0.001,0.012,0.013,,0.015,0.12,1.95,2.07,0.027,,,CALM,0.3,,
38205080,2024/08/04,07,0.002,0.001,0.008,0.009,,0.018,0.11,1.89,2.00,0.028,,,S,0.6,,
38205080,2024/08/04,08,0.002,0.001,0.006,0.007,,0.026,0.08,1.84,1.92,0.028,,,N,0.4,,
38205080,2024/08/04,09,0.003,0.002,0.008,0.010,,0.037,0.09,1.85,1.94,0.035,,,N,1.7,,
38205080,2024/08/04,10,0.002,0.001,0.006,0.007,,0.048,0.10,1.85,1.95,0.039,,,N,2.3,,
38205080,2024/08/04,11,0.001,0.001,0.005,0.006,,0.050,0.08,1.86,1.94,0.043,,,N,1.6,,
38205080,2024/08/04,12,0.001,0.001,0.005,0.006,,0.058,0.07,1.85,1.92,0.043,,,N,1.6,,
38205080,2024/08/04,13,0.001,0.001,0.003,0.004,,0.062,0.07,1.86,1.93,0.041,,,N,1.6,,
38205080,2024/08/04,14,0.001,0.001,0.003,0.004,,0.057,0.07,1.88,1.95,0.036,,,N,1.1,,
38205080,2024/08/04,15,0.001,0.001,0.002,0.003,,0.066,0.07,1.87,1.94,0.039,,,N,1.3,,
38205080,2024/08/04,16,0.001,0,0.002,0.002,,0.066,0.07,1.87,1.94,0.038,,,N,0.9,,
38205080,2024/08/04,17,0.001,0,0.002,0.002,,0.063,0.07,1.88,1.95,0.050,,,SSE,1.4,,
38205080,2024/08/04,18,0.001,0,0.002,0.002,,0.053,0.09,1.88,1.97,0.050,,,SE,0.9,,
38205080,2024/08/04,19,0.001,0,0.004,0.004,,0.043,0.10,1.90,2.00,0.047,,,S,1.2,,
38205080,2024/08/04,20,0.002,0,0.005,0.005,,0.044,0.09,1.88,1.97,0.034,,,NNE,1.6,,
38205080,2024/08/04,21,0.001,0,0.005,0.005,,0.038,0.08,1.89,1.97,0.028,,,CALM,0.2,,
38205080,2024/08/04,22,0.002,0,0.007,0.007,,0.034,0.08,1.90,1.98,0.023,,,NNE,0.7,,
38205080,2024/08/04,23,0.003,0,0.011,0.011,,0.027,0.07,1.91,1.98,0.024,,,SE,0.4,,
38205080,2024/08/04,24,0.002,0,0.010,0.010,,0.022,0.08,1.92,2.00,0.023,,,SSW,0.7,,
38205080,2024/08/05,01,0.001,0.001,0.006,0.007,,0.017,0.09,1.87,1.96,0.032,,,CALM,0.1,,
38205080,2024/08/05,02,-,-,-,-,,0.025,0.08,1.88,1.96,0.030,,,S,0.8,,
38205080,2024/08/05,03,0.001,0.001,0.007,0.008,,0.027,0.07,1.88,1.95,0.030,,,N,0.8,,
38205080,2024/08/05,04,0.001,0.001,0.007,0.008,,0.034,0.07,1.88,1.95,0.028,,,SSW,0.4,,
38205080,2024/08/05,05,0.001,0.001,0.009,0.010,,0.013,0.08,1.91,1.99,0.028,,,SE,0.6,,
38205080,2024/08/05,06,0.001,0.002,0.010,0.012,,0.008,0.09,1.92,2.01,0.028,,,CALM,0.3,,
38205080,2024/08/05,07,0.001,0.002,0.010,0.012,,0.008,0.09,1.92,2.01,0.029,,,S,0.9,,
38205080,2024/08/05,08,0.001,0.003,0.011,0.014,,0.009,0.10,1.92,2.02,0.029,,,SE,0.4,,
38205080,2024/08/05,09,0.002,0.004,0.010,0.014,,0.019,0.09,1.96,2.05,0.027,,,N,1.3,,
38205080,2024/08/05,10,0.001,0.002,0.006,0.008,,0.027,0.09,1.97,2.06,0.027,,,N,2.1,,
38205080,2024/08/05,11,0.001,0.001,0.005,0.006,,0.043,0.09,1.97,2.06,0.041,,,N,2.0,,
38205080,2024/08/05,12,0.001,0.001,0.004,0.005,,0.061,0.09,1.95,2.04,0.043,,,N,1.9,,
38205080,2024/08/05,13,0.001,0.001,0.003,0.004,,0.065,0.08,1.92,2.00,0.047,,,N,1.6,,
38205080,2024/08/05,14,0.002,0,0.004,0.004,,0.082,0.09,1.93,2.02,0.054,,,N,1.1,,
38205080,2024/08/05,15,0.001,0,0.003,0.003,,0.060,0.07,1.90,1.97,0.039,,,N,1.1,,
38205080,2024/08/05,16,0,0,0.003,0.003,,0.046,0.07,1.90,1.97,0.040,,,S,1.5,,
38205080,2024/08/05,17,0.001,0,0.004,0.004,,0.033,0.09,1.92,2.01,0.029,,,S,2.1,,
38205080,2024/08/05,18,0,0.001,0.004,0.005,,0.030,0.08,1.91,1.99,0.025,,,S,1.7,,
38205080,2024/08/05,19,0,0,0.004,0.004,,0.026,0.08,1.91,1.99,0.024,,,S,1.3,,
38205080,2024/08/05,20,0,0,0.004,0.004,,0.024,0.08,1.90,1.98,0.024,,,SSW,1.5,,
38205080,2024/08/05,21,0.001,0,0.005,0.005,,0.024,0.08,1.89,1.97,0.022,,,CALM,0,,
