測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
38205090,2023/07/01,01,,0,0.004,0.004,,0.019,,,,,,,ESE,0.8,,
38205090,2023/07/01,02,,-,-,-,,0.021,,,,,,,W,5.6,,
38205090,2023/07/01,03,,0,0.002,0.002,,0.042,,,,,,,SW,1.7,,
38205090,2023/07/01,04,,0,0.002,0.002,,0.058,,,,,,,S,1.3,,
38205090,2023/07/01,05,,0,0.002,0.002,,0.056,,,,,,,SSW,0.9,,
38205090,2023/07/01,06,,0,0.002,0.002,,0.048,,,,,,,SSE,1.1,,
38205090,2023/07/01,07,,0,0.003,0.003,,0.050,,,,,,,CALM,0.3,,
38205090,2023/07/01,08,,0,0.005,0.005,,0.044,,,,,,,SSW,0.5,,
38205090,2023/07/01,09,,0,0.007,0.007,,0.038,,,,,,,SE,0.5,,
38205090,2023/07/01,10,,0,0.004,0.004,,0.042,,,,,,,CALM,0.3,,
38205090,2023/07/01,11,,0,0.005,0.005,,0.044,,,,,,,S,0.8,,
38205090,2023/07/01,12,,0.001,0.006,0.007,,0.042,,,,,,,SE,1.0,,
38205090,2023/07/01,13,,0.001,0.003,0.004,,0.044,,,,,,,CALM,0.2,,
38205090,2023/07/01,14,,0.001,0.008,0.009,,0.044,,,,,,,CALM,0.3,,
38205090,2023/07/01,15,,0.001,0.010,0.011,,0.046,,,,,,,N,0.5,,
38205090,2023/07/01,16,,0.001,0.008,0.009,,0.045,,,,,,,E,0.4,,
38205090,2023/07/01,17,,0.001,0.007,0.008,,0.045,,,,,,,NNE,1.0,,
38205090,2023/07/01,18,,0.001,0.006,0.007,,0.046,,,,,,,SSE,1.1,,
38205090,2023/07/01,19,,0,0.007,0.007,,0.039,,,,,,,CALM,0.2,,
38205090,2023/07/01,20,,0,0.006,0.006,,0.042,,,,,,,SSE,0.4,,
38205090,2023/07/01,21,,0,0.004,0.004,,0.026,,,,,,,CALM,0.3,,
38205090,2023/07/01,22,,0,0.004,0.004,,0.028,,,,,,,SE,0.4,,
38205090,2023/07/01,23,,0,0.004,0.004,,0.027,,,,,,,ESE,1.0,,
38205090,2023/07/01,24,,0,0.004,0.004,,0.021,,,,,,,CALM,0.3,,
38205090,2023/07/02,01,,0,0.004,0.004,,0.014,,,,,,,CALM,0.1,,
38205090,2023/07/02,02,,0,0.004,0.004,,0.014,,,,,,,CALM,0.1,,
38205090,2023/07/02,03,,0,0.003,0.003,,0.015,,,,,,,CALM,0,,
38205090,2023/07/02,04,,0,0.003,0.003,,0.012,,,,,,,CALM,0.1,,
38205090,2023/07/02,05,,0,0.004,0.004,,0.008,,,,,,,E,0.6,,
38205090,2023/07/02,06,,0.001,0.004,0.005,,0.012,,,,,,,E,0.6,,
38205090,2023/07/02,07,,0.001,0.005,0.006,,0.019,,,,,,,WNW,0.9,,
38205090,2023/07/02,08,,0.002,0.008,0.010,,0.026,,,,,,,NE,1.1,,
38205090,2023/07/02,09,,0.002,0.006,0.008,,0.030,,,,,,,N,0.7,,
38205090,2023/07/02,10,,0.001,0.005,0.006,,0.034,,,,,,,ENE,1.7,,
38205090,2023/07/02,11,,0.001,0.004,0.005,,0.043,,,,,,,N,0.9,,
38205090,2023/07/02,12,,0,0.004,0.004,,0.051,,,,,,,NNW,1.2,,
38205090,2023/07/02,13,,0.001,0.004,0.005,,0.051,,,,,,,NNW,1.0,,
38205090,2023/07/02,14,,0,0.003,0.003,,0.056,,,,,,,N,1.6,,
38205090,2023/07/02,15,,0,0.004,0.004,,0.064,,,,,,,NNE,1.3,,
38205090,2023/07/02,16,,0,0.004,0.004,,0.063,,,,,,,ESE,0.8,,
38205090,2023/07/02,17,,0,0.004,0.004,,0.058,,,,,,,N,1.6,,
38205090,2023/07/02,18,,0,0.003,0.003,,0.055,,,,,,,NE,1.3,,
38205090,2023/07/02,19,,0,0.003,0.003,,0.054,,,,,,,E,1.2,,
38205090,2023/07/02,20,,0,0.004,0.004,,0.042,,,,,,,SSE,0.7,,
38205090,2023/07/02,21,,0,0.004,0.004,,0.023,,,,,,,SSE,0.6,,
38205090,2023/07/02,22,,0,0.005,0.005,,0.018,,,,,,,ENE,0.5,,
38205090,2023/07/02,23,,0,0.005,0.005,,0.014,,,,,,,SSE,0.4,,
38205090,2023/07/02,24,,0,0.004,0.004,,0.016,,,,,,,ESE,0.4,,
38205090,2023/07/03,01,,0,0.003,0.003,,0.019,,,,,,,SSW,0.5,,
38205090,2023/07/03,02,,0,0.005,0.005,,0.013,,,,,,,CALM,0.1,,
38205090,2023/07/03,03,,0,0.005,0.005,,0.012,,,,,,,CALM,0,,
38205090,2023/07/03,04,,0,0.005,0.005,,0.010,,,,,,,NW,0.4,,
38205090,2023/07/03,05,,0.001,0.006,0.007,,0.009,,,,,,,CALM,0.2,,
38205090,2023/07/03,06,,0.001,0.007,0.008,,0.008,,,,,,,SE,0.6,,
38205090,2023/07/03,07,,0.003,0.009,0.012,,0.009,,,,,,,CALM,0.2,,
38205090,2023/07/03,08,,0.002,0.007,0.009,,0.014,,,,,,,WNW,0.8,,
38205090,2023/07/03,09,,0.003,0.019,0.022,,0.012,,,,,,,WNW,2.0,,
38205090,2023/07/03,10,,0.006,0.026,0.032,,0.007,,,,,,,CALM,0.3,,
38205090,2023/07/03,11,,0.005,0.019,0.024,,0.013,,,,,,,W,1.2,,
38205090,2023/07/03,12,,0.002,0.010,0.012,,0.024,,,,,,,N,0.8,,
38205090,2023/07/03,13,,0.001,0.006,0.007,,0.030,,,,,,,NNE,1.0,,
38205090,2023/07/03,14,,0.002,0.010,0.012,,0.023,,,,,,,NE,1.3,,
38205090,2023/07/03,15,,0.002,0.010,0.012,,0.033,,,,,,,W,1.7,,
38205090,2023/07/03,16,,0.001,0.012,0.013,,0.034,,,,,,,ESE,1.3,,
38205090,2023/07/03,17,,0.001,0.007,0.008,,0.047,,,,,,,N,1.0,,
38205090,2023/07/03,18,,0,0.006,0.006,,0.053,,,,,,,CALM,0.2,,
