測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27203510,2025/08/01,01,0,0.001,0.003,0.004,0.1,0.034,0.05,1.90,1.95,0.017,,,SW,5.6,29.7,
27203510,2025/08/01,02,0,0.001,0.003,0.004,0.1,0.030,0.05,1.90,1.95,0.024,,,SW,3.2,29.2,
27203510,2025/08/01,03,0.001,0.001,0.003,0.004,0.1,0.030,0.05,1.89,1.94,0.018,,,SW,3.9,28.9,
27203510,2025/08/01,04,0.001,0.001,0.005,0.006,0.1,0.024,0.05,1.89,1.94,0.021,,,SSW,3.0,28.4,
27203510,2025/08/01,05,0.001,0.001,0.006,0.007,0.2,0.024,0.04,1.90,1.94,0.017,,,SW,2.6,28.2,
27203510,2025/08/01,06,0.001,0.002,0.009,0.011,0.2,0.021,0.06,1.91,1.97,0.025,,,SW,1.4,28.4,
27203510,2025/08/01,07,0.001,0.003,0.010,0.013,0.2,0.021,0.07,1.92,1.99,0.018,,,W,1.5,28.6,
27203510,2025/08/01,08,0.001,0.004,0.009,0.013,0.3,0.024,0.09,1.92,2.01,0.016,,,WNW,0.8,29.8,
27203510,2025/08/01,09,0.001,0.002,0.008,0.010,0.2,0.031,0.08,1.92,2.00,0.034,,,ESE,1.4,30.6,
27203510,2025/08/01,10,0.001,0.002,0.006,0.008,0.2,0.041,0.09,1.91,2.00,0.037,,,N,2.2,31.4,
27203510,2025/08/01,11,0.001,0.002,0.004,0.006,0.2,0.045,0.08,1.91,1.99,0.024,,,WNW,2.2,33.3,
27203510,2025/08/01,12,0.001,0.002,0.004,0.006,0.2,0.049,0.08,1.91,1.99,0.025,,,NW,1.6,34.3,
27203510,2025/08/01,13,0.001,0.002,0.011,0.013,0.2,0.061,0.10,1.92,2.02,0.071,,,SW,4.1,34.8,
27203510,2025/08/01,14,0.001,0.001,0.011,0.012,0.3,0.083,0.10,1.94,2.04,0.033,,,SW,4.6,35.9,
27203510,2025/08/01,15,0.002,0.001,0.010,0.011,0.3,0.097,0.11,1.95,2.06,0.041,,,SW,6.7,35.9,
27203510,2025/08/01,16,0.002,0.001,0.009,0.010,0.3,0.103,0.10,1.94,2.04,0.046,,,SW,5.0,35.4,
27203510,2025/08/01,17,0.002,0.001,0.012,0.013,0.3,0.087,0.11,1.95,2.06,0.039,,,W,3.2,34.7,
27203510,2025/08/01,18,0.001,0.001,0.005,0.006,0.2,0.041,0.08,1.92,2.00,0.019,,,N,4.5,34.3,
27203510,2025/08/01,19,0,0.001,0.003,0.004,0.2,0.036,0.07,1.92,1.99,0.013,,,NNW,5.7,32.4,
27203510,2025/08/01,20,0.001,0.001,0.002,0.003,0.2,0.037,0.06,1.92,1.98,0.018,,,NNW,5.1,31.5,
27203510,2025/08/01,21,0.001,0.001,0.002,0.003,0.2,0.037,0.06,1.92,1.98,0.021,,,NNW,5.9,30.3,
27203510,2025/08/01,22,0.001,0,0.002,0.002,0.2,0.036,0.05,1.91,1.96,0.021,,,NW,3.8,29.8,
27203510,2025/08/01,23,0,0,0.002,0.002,0.2,0.034,0.06,1.92,1.98,0.017,,,NW,4.1,29.4,
27203510,2025/08/01,24,0.001,0.001,0.003,0.004,0.1,0.033,0.06,1.92,1.98,0.023,,,NW,3.1,28.8,
27203510,2025/08/02,01,0.001,0.001,0.003,0.004,0.1,0.032,0.05,1.91,1.96,0.029,,,NW,3.5,28.3,
27203510,2025/08/02,02,0.001,0.001,0.003,0.004,0.1,0.030,0.05,1.91,1.96,0.025,,,NNW,2.0,27.9,
27203510,2025/08/02,03,0.001,0,0.002,0.002,0.1,0.030,0.04,1.91,1.95,0.024,,,NW,3.4,27.8,
27203510,2025/08/02,04,0.001,0,0.002,0.002,0.1,0.030,0.05,1.91,1.96,0.024,,,NW,2.8,27.4,
27203510,2025/08/02,05,0,0.001,0.002,0.003,0.1,0.030,0.04,1.91,1.95,0.019,,,N,1.9,27.4,
27203510,2025/08/02,06,0,0.001,0.002,0.003,0.1,0.031,0.04,1.91,1.95,0.020,,,NNW,2.4,27.5,
27203510,2025/08/02,07,0,0.002,0.003,0.005,0.1,0.030,0.04,1.91,1.95,0.013,,,WNW,2.7,28.3,
27203510,2025/08/02,08,0,0.002,0.002,0.004,0.1,0.032,0.05,1.90,1.95,0.016,,,NNW,2.8,29.6,
27203510,2025/08/02,09,0.001,0.003,0.004,0.007,0.2,0.033,0.07,1.90,1.97,0.019,,,NNW,3.9,31.4,
27203510,2025/08/02,10,0.001,0.003,0.006,0.009,0.2,0.033,0.12,2.07,2.19,0.018,,,N,5.0,32.6,
27203510,2025/08/02,11,0.001,0.002,0.004,0.006,0.2,0.034,0.09,2.02,2.11,0.016,,,N,3.8,33.1,
27203510,2025/08/02,12,0.001,0.002,0.004,0.006,0.2,0.033,0.06,1.91,1.97,0.017,,,NE,4.2,33.7,
27203510,2025/08/02,13,0.001,0.001,0.003,0.004,0.1,0.034,0.06,1.91,1.97,0.021,,,NNW,5.2,34.9,
27203510,2025/08/02,14,0.001,0.002,0.003,0.005,0.2,0.034,0.06,1.91,1.97,0.019,,,N,4.8,35.4,
27203510,2025/08/02,15,0.001,0.002,0.001,0.003,0.2,0.034,0.05,1.91,1.96,0.014,,,N,4.0,36.1,
