測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27204030,2024/12/01,01,,0,0.003,0.003,,0.033,0.03,2.03,2.06,0.008,1,,NNW,2.4,7.2,65.0
27204030,2024/12/01,02,,0,0.002,0.002,,0.033,0.03,2.03,2.06,0.007,9,,NW,2.3,7.3,65.0
27204030,2024/12/01,03,,0,0.002,0.002,,0.033,0.03,2.03,2.06,0.008,2,,NNW,3.0,7.1,65.0
27204030,2024/12/01,04,,0,0.002,0.002,,0.032,0.02,2.03,2.05,0.008,7,,N,4.2,6.8,67.0
27204030,2024/12/01,05,,0,0.002,0.002,,0.033,0.02,2.02,2.04,0.007,1,,N,3.3,6.5,68.0
27204030,2024/12/01,06,,0,0.001,0.001,,0.032,0.02,2.02,2.04,0.009,6,,NNW,2.1,6.1,70.0
27204030,2024/12/01,07,,0,0.002,0.002,,0.031,0.03,2.03,2.06,0.008,3,,NW,3.5,6.7,65.0
27204030,2024/12/01,08,,0,0.002,0.002,,0.036,0.02,2.02,2.04,0.006,8,,WNW,2.8,8.5,58.0
27204030,2024/12/01,09,,0,0.002,0.002,,0.036,0.02,2.02,2.04,0.006,5,,W,1.8,10.0,54.0
27204030,2024/12/01,10,,0.001,0.003,0.004,,0.035,0.02,2.02,2.04,0.006,6,,W,3.0,12.5,46.0
27204030,2024/12/01,11,,0.001,0.004,0.005,,0.037,0.03,2.02,2.05,0.007,6,,WNW,3.9,14.3,43.0
27204030,2024/12/01,12,,0.001,0.003,0.004,,0.039,0.03,2.02,2.05,0.008,7,,SSW,2.3,14.5,44.0
27204030,2024/12/01,13,,0.001,0.004,0.005,,0.040,0.03,2.02,2.05,0.006,7,,SSW,3.4,15.3,44.0
27204030,2024/12/01,14,,0.002,0.007,0.009,,0.037,0.04,2.03,2.07,0.011,6,,S,3.7,16.0,47.0
27204030,2024/12/01,15,,0.001,0.008,0.009,,0.037,0.04,2.02,2.06,0.010,7,,SSW,3.2,14.0,55.0
27204030,2024/12/01,16,,0.001,0.007,0.008,,0.039,0.04,2.02,2.06,0.010,7,,SW,2.8,13.8,56.0
27204030,2024/12/01,17,,0,0.008,0.008,,0.039,0.04,2.02,2.06,0.010,7,,SW,1.7,12.8,61.0
