測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27229510,2025/05/01,01,0.001,0,0.015,0.015,-,,0.21,2.05,2.26,0.028,-,,ESE,0.7,14.8,41.0
27229510,2025/05/01,02,0.001,0.001,0.015,0.016,0.4,,0.24,2.08,2.32,0.029,-,,NW,0.8,14.7,46.0
27229510,2025/05/01,03,0.001,0,0.021,0.021,0.4,,0.36,2.08,2.44,0.031,-,,N,0.9,13.8,49.0
27229510,2025/05/01,04,0.001,0.002,0.014,0.016,0.3,,0.25,2.06,2.31,0.027,-,,SSE,0.5,13.3,52.0
27229510,2025/05/01,05,0.001,0.007,0.025,0.032,0.4,,0.32,2.09,2.41,0.026,-,,NE,0.8,13.6,48.0
27229510,2025/05/01,06,0.001,0.003,0.019,0.022,0.3,,0.18,2.04,2.22,0.025,-,,NE,1.6,14.2,46.0
27229510,2025/05/01,07,0.001,0.001,0.010,0.011,0.3,,0.12,2.01,2.13,0.023,-,,ENE,1.6,16.4,48.0
27229510,2025/05/01,08,0.001,0.001,0.007,0.008,0.3,,0.12,2.00,2.12,0.020,-,,NNE,2.1,18.5,45.0
27229510,2025/05/01,09,0.001,0.002,0.007,0.009,0.3,,0.10,2.00,2.10,0.017,-,,ENE,2.3,20.3,39.0
27229510,2025/05/01,10,0.001,0.001,0.005,0.006,0.2,,0.09,2.00,2.09,0.019,-,,E,2.4,21.8,35.0
27229510,2025/05/01,11,0.001,0.001,0.005,0.006,0.2,,0.09,2.01,2.10,0.018,-,,E,3.8,22.9,34.0
27229510,2025/05/01,12,0.001,0.001,0.005,0.006,0.2,,0.10,2.00,2.10,0.022,-,,E,3.8,23.3,37.0
27229510,2025/05/01,13,0.001,0.001,0.004,0.005,0.2,,0.10,1.98,2.08,0.024,-,,E,3.0,24.4,33.0
27229510,2025/05/01,14,0.001,0.001,0.004,0.005,0.2,,0.10,1.98,2.08,0.018,-,,E,2.9,25.1,32.0
27229510,2025/05/01,15,0.001,0.001,0.005,0.006,0.2,,0.11,1.98,2.09,0.022,-,,ENE,3.7,24.2,36.0
27229510,2025/05/01,16,0.001,0,0.005,0.005,0.2,,0.08,1.97,2.05,0.018,-,,S,2.6,25.4,28.0
27229510,2025/05/01,17,0.001,0.003,0.013,0.016,0.3,,0.11,1.97,2.08,0.022,-,,WSW,3.1,23.0,36.0
27229510,2025/05/01,18,0.001,0.002,0.012,0.014,0.3,,0.09,1.97,2.06,0.021,-,,W,1.4,22.3,39.0
27229510,2025/05/01,19,0.001,0.002,0.018,0.020,0.4,,0.13,2.01,2.14,0.022,-,,E,1.9,21.1,44.0
