測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27207040,2025/03/01,01,,0.019,0.032,0.051,0.4,,,,,0.024,,,NNE,1.0,8.0,92.0
27207040,2025/03/01,02,,0.009,0.030,0.039,0.4,,,,,0.028,,,ENE,0.6,7.1,93.0
27207040,2025/03/01,03,,0.018,0.028,0.046,0.4,,,,,0.028,,,N,1.2,6.7,95.0
27207040,2025/03/01,04,,0.014,0.028,0.042,0.4,,,,,0.032,,,NNE,2.5,8.0,94.0
27207040,2025/03/01,05,,0.004,0.025,0.029,0.4,,,,,0.029,,,ENE,1.0,7.8,93.0
27207040,2025/03/01,06,,0.002,0.022,0.024,0.4,,,,,0.031,,,E,1.1,7.8,92.0
27207040,2025/03/01,07,,0.004,0.023,0.027,0.4,,,,,0.032,,,ENE,0.9,8.1,91.0
27207040,2025/03/01,08,,0.004,0.019,0.023,0.4,,,,,0.032,,,ENE,1.7,8.8,89.0
27207040,2025/03/01,09,,0.002,0.012,0.014,0.4,,,,,0.026,,,E,1.5,9.7,83.0
27207040,2025/03/01,10,,0.001,0.010,0.011,0.3,,,,,0.022,,,NE,1.8,10.0,79.0
27207040,2025/03/01,11,,0.003,0.011,0.014,0.4,,,,,0.024,,,E,2.3,13.3,67.0
27207040,2025/03/01,12,,0.002,0.011,0.013,0.3,,,,,0.017,,,SE,1.4,14.8,57.0
27207040,2025/03/01,13,,0.001,0.010,0.011,0.3,,,,,0.016,,,S,2.0,16.8,50.0
27207040,2025/03/01,14,,0.001,0.011,0.012,0.3,,,,,0.013,,,SW,2.5,18.7,46.0
27207040,2025/03/01,15,,0.001,0.014,0.015,0.3,,,,,0.018,,,SW,2.2,19.1,46.0
27207040,2025/03/01,16,,0.001,0.014,0.015,0.3,,,,,0.018,,,WSW,1.7,18.7,47.0
