測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27208010,2025/07/01,01,,0,0.008,0.008,,0.018,0.12,2.09,2.21,0.032,15,,ESE,1.5,,
27208010,2025/07/01,02,,0,0.009,0.009,,0.015,0.15,2.12,2.27,0.025,16,,SE,0.9,,
27208010,2025/07/01,03,,0,0.006,0.006,,0.018,0.10,2.10,2.20,0.018,16,,SSE,1.3,,
27208010,2025/07/01,04,,0,0.004,0.004,,0.019,0.07,2.05,2.12,0.029,16,,SSW,1.2,,
27208010,2025/07/01,05,,0,0.004,0.004,,0.018,0.07,2.05,2.12,0.028,15,,SSW,1.3,,
27208010,2025/07/01,06,,0.001,0.005,0.006,,0.016,0.08,2.08,2.16,0.028,16,,SSW,1.1,,
27208010,2025/07/01,07,,0.001,0.006,0.007,,0.017,0.08,2.10,2.18,0.026,18,,SSW,1.1,,
27208010,2025/07/01,08,,0.003,0.009,0.012,,0.021,0.10,2.12,2.22,0.030,18,,NNE,0.5,,
27208010,2025/07/01,09,,0.004,0.013,0.017,,0.027,0.10,2.10,2.20,0.033,20,,NW,1.7,,
27208010,2025/07/01,10,,0.003,0.010,0.013,,0.039,0.09,2.06,2.15,0.032,20,,NW,2.6,,
27208010,2025/07/01,11,,0.002,0.009,0.011,,0.046,0.08,2.04,2.12,0.031,18,,W,3.2,,
27208010,2025/07/01,12,,0.002,0.008,0.010,,0.047,0.06,2.01,2.07,0.023,17,,WNW,3.6,,
27208010,2025/07/01,13,,0.002,0.007,0.009,,0.047,0.05,1.99,2.04,0.017,14,,W,3.7,,
27208010,2025/07/01,14,,0.002,0.009,0.011,,0.051,0.06,2.00,2.06,0.028,17,,WNW,3.2,,
27208010,2025/07/01,15,,0.001,0.007,0.008,,0.064,0.07,2.02,2.09,0.023,22,,WNW,3.1,,
27208010,2025/07/01,16,,0.001,0.005,0.006,,0.059,0.06,2.01,2.07,0.025,18,,W,3.1,,
27208010,2025/07/01,17,,0,0.007,0.007,,0.052,0.07,2.00,2.07,0.016,16,,W,2.3,,
27208010,2025/07/01,18,,0,0.006,0.006,,0.047,0.06,1.99,2.05,0.023,16,,W,2.5,,
27208010,2025/07/01,19,,0.001,0.018,0.019,,0.042,0.07,2.02,2.09,0.043,26,,WNW,1.5,,
27208010,2025/07/01,20,,0,0.014,0.014,,0.046,0.08,2.06,2.14,0.029,18,,ESE,0.8,,
27208010,2025/07/01,21,,0,0.011,0.011,,0.032,0.12,2.09,2.21,0.022,17,,SSW,1.9,,
27208010,2025/07/01,22,,0,0.006,0.006,,0.031,0.10,2.06,2.16,0.024,16,,SSW,1.3,,
27208010,2025/07/01,23,,0,0.006,0.006,,0.032,0.09,2.07,2.16,0.030,20,,SSE,1.1,,
27208010,2025/07/01,24,,0,0.007,0.007,,0.027,0.15,2.16,2.31,0.032,20,,SE,1.2,,
27208010,2025/07/02,01,,0,0.005,0.005,,0.034,0.09,2.14,2.23,0.030,22,,S,1.3,,
27208010,2025/07/02,02,,0,0.005,0.005,,0.031,0.08,2.06,2.14,0.032,23,,SE,0.8,,
27208010,2025/07/02,03,,0,0.004,0.004,,0.035,0.08,2.15,2.23,0.034,23,,CALM,0.2,,
27208010,2025/07/02,04,,0,0.005,0.005,,0.028,0.08,2.14,2.22,0.034,24,,CALM,0,,
27208010,2025/07/02,05,,0,0.007,0.007,,0.022,0.11,2.21,2.32,0.037,25,,SSE,1.5,,
27208010,2025/07/02,06,,0,0.007,0.007,,0.023,0.10,2.23,2.33,0.032,22,,CALM,0,,
27208010,2025/07/02,07,,0.001,0.008,0.009,,0.024,0.11,2.21,2.32,0.036,25,,SSW,1.2,,
27208010,2025/07/02,08,,0.002,0.013,0.015,,0.025,0.13,2.15,2.28,0.046,26,,W,1.3,,
27208010,2025/07/02,09,,0.003,0.012,0.015,,0.032,0.15,2.11,2.26,0.032,25,,W,2.0,,
27208010,2025/07/02,10,,0.002,0.010,0.012,,0.048,0.11,2.05,2.16,0.032,23,,NW,2.9,,
27208010,2025/07/02,11,,0.001,0.008,0.009,,0.054,0.09,2.03,2.12,0.042,24,,WNW,3.4,,
27208010,2025/07/02,12,,0.001,0.004,0.005,,0.044,0.06,2.00,2.06,0.019,15,,W,3.4,,
27208010,2025/07/02,13,,0.002,0.009,0.011,,0.050,0.05,2.00,2.05,0.033,20,,W,1.4,,
27208010,2025/07/02,14,,0.001,0.008,0.009,,0.071,0.07,2.01,2.08,0.033,23,,NW,3.8,,
