測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
27210020,2025/06/01,01,,0.001,0.005,0.006,,0.052,,,,0.005,2,,WSW,2.8,,
27210020,2025/06/01,02,,0.001,0.001,0.002,,0.055,,,,0.002,1,,WSW,2.3,,
27210020,2025/06/01,03,,0.001,0.001,0.002,,0.054,,,,0.009,4,,WSW,2.1,,
27210020,2025/06/01,04,,0.001,0.002,0.003,,0.053,,,,0.007,4,,WSW,2.6,,
27210020,2025/06/01,05,,0.002,0.001,0.003,,0.053,,,,0.016,6,,WSW,2.4,,
27210020,2025/06/01,06,,0.002,0.002,0.004,,0.049,,,,0.004,9,,SW,1.4,,
27210020,2025/06/01,07,,0.002,0.002,0.004,,0.045,,,,0.008,5,,SW,1.8,,
27210020,2025/06/01,08,,0.002,0.003,0.005,,0.045,,,,0,4,,W,1.6,,
27210020,2025/06/01,09,,0.002,0.001,0.003,,0.048,,,,0.005,4,,W,2.4,,
27210020,2025/06/01,10,,0.002,0.001,0.003,,0.050,,,,0.011,8,,W,2.3,,
27210020,2025/06/01,11,,0.002,0.001,0.003,,0.050,,,,0.014,8,,WNW,2.0,,
27210020,2025/06/01,12,,0.001,0.001,0.002,,0.051,,,,0.018,12,,NW,2.7,,
27210020,2025/06/01,13,,0.001,0.001,0.002,,0.050,,,,0.014,13,,NNW,5.3,,
27210020,2025/06/01,14,,0.001,0.001,0.002,,0.053,,,,0.011,27,,NNW,4.8,,
27210020,2025/06/01,15,,0.001,0.001,0.002,,0.052,,,,0.023,15,,NNW,3.0,,
27210020,2025/06/01,16,,0.001,0.001,0.002,,0.053,,,,0.020,14,,NNW,3.5,,
27210020,2025/06/01,17,,0.002,0.001,0.003,,0.053,,,,0.013,14,,NW,2.7,,
27210020,2025/06/01,18,,0.002,0.001,0.003,,0.052,,,,0.020,14,,NNW,2.8,,
27210020,2025/06/01,19,,0.002,0.002,0.004,,0.049,,,,0.014,16,,NNE,1.2,,
27210020,2025/06/01,20,,0.002,0.003,0.005,,0.045,,,,0.016,15,,NNE,0.9,,
27210020,2025/06/01,21,,0.002,0.003,0.005,,0.043,,,,0.016,12,,N,1.4,,
27210020,2025/06/01,22,,0.002,0.003,0.005,,0.043,,,,0.026,16,,ENE,1.5,,
27210020,2025/06/01,23,,0.002,0.003,0.005,,0.043,,,,0.010,12,,NE,1.0,,
27210020,2025/06/01,24,,-,-,-,,-,,,,0.019,13,,ENE,1.0,,
27210020,2025/06/02,01,,0,0.003,0.003,,0.035,,,,0.017,15,,ESE,1.2,,
