測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
26104520,2023/11/01,01,,0.001,0.009,0.010,,,,,,0.009,3,,,,,
26104520,2023/11/01,02,,0.001,0.008,0.009,,,,,,0.011,7,,,,,
26104520,2023/11/01,03,,0.001,0.008,0.009,,,,,,0.012,8,,,,,
26104520,2023/11/01,04,,0.001,0.006,0.007,,,,,,0.011,11,,,,,
26104520,2023/11/01,05,,0.001,0.004,0.005,,,,,,0.011,4,,,,,
26104520,2023/11/01,06,,0.002,0.008,0.010,,,,,,0.012,11,,,,,
26104520,2023/11/01,07,,0.004,0.009,0.013,,,,,,0.013,10,,,,,
26104520,2023/11/01,08,,0.005,0.011,0.016,,,,,,0.012,9,,,,,
26104520,2023/11/01,09,,0.013,0.015,0.028,,,,,,0.014,16,,,,,
26104520,2023/11/01,10,,0.010,0.015,0.025,,,,,,0.017,9,,,,,
26104520,2023/11/01,11,,0.012,0.021,0.033,,,,,,0.020,6,,,,,
26104520,2023/11/01,12,,0.012,0.023,0.035,,,,,,0.022,8,,,,,
26104520,2023/11/01,13,,0.008,0.018,0.026,,,,,,0.023,20,,,,,
26104520,2023/11/01,14,,0.006,0.017,0.023,,,,,,0.020,7,,,,,
26104520,2023/11/01,15,,0.008,0.024,0.032,,,,,,0.021,13,,,,,
26104520,2023/11/01,16,,0.003,0.022,0.025,,,,,,0.024,18,,,,,
26104520,2023/11/01,17,,0.002,0.022,0.024,,,,,,0.023,20,,,,,
26104520,2023/11/01,18,,0.001,0.020,0.021,,,,,,0.023,27,,,,,
26104520,2023/11/01,19,,0.006,0.028,0.034,,,,,,0.026,26,,,,,
26104520,2023/11/01,20,,0.007,0.028,0.035,,,,,,0.021,18,,,,,
26104520,2023/11/01,21,,0.003,0.024,0.027,,,,,,0.020,21,,,,,
26104520,2023/11/01,22,,0.009,0.025,0.034,,,,,,0.021,17,,,,,
26104520,2023/11/01,23,,0.004,0.018,0.022,,,,,,0.020,17,,,,,
26104520,2023/11/01,24,,0.001,0.017,0.018,,,,,,0.021,22,,,,,
26104520,2023/11/02,01,,0.001,0.016,0.017,,,,,,0.020,21,,,,,
26104520,2023/11/02,02,,0.002,0.012,0.014,,,,,,0.019,13,,,,,
26104520,2023/11/02,03,,0.001,0.007,0.008,,,,,,0.014,19,,,,,
26104520,2023/11/02,04,,0.001,0.008,0.009,,,,,,0.021,21,,,,,
26104520,2023/11/02,05,,0.001,0.010,0.011,,,,,,0.020,17,,,,,
26104520,2023/11/02,06,,0.001,0.009,0.010,,,,,,0.022,16,,,,,
26104520,2023/11/02,07,,0.009,0.013,0.022,,,,,,0.021,23,,,,,
26104520,2023/11/02,08,,0.018,0.020,0.038,,,,,,0.020,17,,,,,
26104520,2023/11/02,09,,0.011,0.019,0.030,,,,,,0.021,15,,,,,
26104520,2023/11/02,10,,0.005,0.016,0.021,,,,,,0.019,21,,,,,
26104520,2023/11/02,11,,0.010,0.023,0.033,,,,,,0.022,17,,,,,
26104520,2023/11/02,12,,0.009,0.022,0.031,,,,,,0.022,16,,,,,
26104520,2023/11/02,13,,0.007,0.022,0.029,,,,,,0.027,21,,,,,
26104520,2023/11/02,14,,0.005,0.018,0.023,,,,,,0.024,20,,,,,
26104520,2023/11/02,15,,0.003,0.015,0.018,,,,,,0.024,22,,,,,
26104520,2023/11/02,16,,0.003,0.019,0.022,,,,,,0.024,23,,,,,
26104520,2023/11/02,17,,0.001,0.014,0.015,,,,,,0.023,23,,,,,
26104520,2023/11/02,18,,0.005,0.026,0.031,,,,,,0.029,27,,,,,
26104520,2023/11/02,19,,0.005,0.026,0.031,,,,,,0.023,16,,,,,
26104520,2023/11/02,20,,0.004,0.021,0.025,,,,,,0.028,29,,,,,
26104520,2023/11/02,21,,0.004,0.021,0.025,,,,,,0.029,21,,,,,
26104520,2023/11/02,22,,0.002,0.022,0.024,,,,,,0.028,23,,,,,
26104520,2023/11/02,23,,0.004,0.023,0.027,,,,,,0.028,22,,,,,
26104520,2023/11/02,24,,0.001,0.016,0.017,,,,,,0.027,20,,,,,
26104520,2023/11/03,01,,0.002,0.015,0.017,,,,,,0.029,26,,,,,
26104520,2023/11/03,02,,0.001,0.011,0.012,,,,,,0.026,21,,,,,
26104520,2023/11/03,03,,0.001,0.010,0.011,,,,,,0.027,23,,,,,
26104520,2023/11/03,04,,0.002,0.010,0.012,,,,,,0.026,19,,,,,
26104520,2023/11/03,05,,0.001,0.008,0.009,,,,,,0.027,18,,,,,
26104520,2023/11/03,06,,0.001,0.009,0.010,,,,,,0.027,30,,,,,
26104520,2023/11/03,07,,0.001,0.010,0.011,,,,,,0.029,25,,,,,
26104520,2023/11/03,08,,0.002,0.012,0.014,,,,,,0.029,29,,,,,
26104520,2023/11/03,09,,0.003,0.013,0.016,,,,,,0.028,28,,,,,
26104520,2023/11/03,10,,0.005,0.014,0.019,,,,,,0.031,23,,,,,
26104520,2023/11/03,11,,0.006,0.016,0.022,,,,,,0.031,24,,,,,
26104520,2023/11/03,12,,0.002,0.012,0.014,,,,,,0.030,20,,,,,
26104520,2023/11/03,13,,0.002,0.012,0.014,,,,,,0.029,21,,,,,
26104520,2023/11/03,14,,0.001,0.011,0.012,,,,,,0.029,19,,,,,
26104520,2023/11/03,15,,0.002,0.014,0.016,,,,,,0.028,27,,,,,
