測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
26107510,2024/02/01,01,,0.011,0.024,0.035,-,,-,-,-,0.008,10,,,,,
26107510,2024/02/01,02,,0.008,0.018,0.026,-,,0.14,2.07,2.21,0.005,6,,,,,
26107510,2024/02/01,03,,0.006,0.013,0.019,-,,0.11,2.05,2.16,0.002,2,,,,,
26107510,2024/02/01,04,,0.003,0.018,0.021,-,,0.11,2.06,2.17,0.005,7,,,,,
26107510,2024/02/01,05,,0.011,0.025,0.036,-,,0.22,2.11,2.33,0.009,9,,,,,
26107510,2024/02/01,06,,0.025,0.027,0.052,-,,0.29,2.07,2.36,0.007,9,,,,,
26107510,2024/02/01,07,,0.044,0.034,0.078,-,,0.29,2.11,2.40,0.011,12,,,,,
26107510,2024/02/01,08,,0.077,0.041,0.118,-,,0.36,2.18,2.54,0.015,16,,,,,
26107510,2024/02/01,09,,0.066,0.039,0.105,-,,0.45,2.21,2.66,0.017,15,,,,,
26107510,2024/02/01,10,,0.013,0.026,0.039,-,,0.28,2.11,2.39,0.015,12,,,,,
26107510,2024/02/01,11,,0.004,0.009,0.013,-,,0.09,2.03,2.12,0.015,13,,,,,
26107510,2024/02/01,12,,0.003,0.010,0.013,0.3,,0.07,2.04,2.11,0.018,15,,,,,
26107510,2024/02/01,13,,0.002,0.007,0.009,0.3,,0.07,2.05,2.12,0.019,15,,,,,
26107510,2024/02/01,14,,0.004,0.010,0.014,0.3,,0.07,2.07,2.14,0.019,17,,,,,
26107510,2024/02/01,15,,0.002,0.009,0.011,0.3,,0.08,2.06,2.14,0.012,9,,,,,
26107510,2024/02/01,16,,0.004,0.007,0.011,0.3,,0.07,2.05,2.12,0.005,4,,,,,
26107510,2024/02/01,17,,0.003,0.006,0.009,0.2,,0.06,2.05,2.11,0.002,3,,,,,
26107510,2024/02/01,18,,0.003,0.008,0.011,0.3,,0.06,2.06,2.12,0,3,,,,,
26107510,2024/02/01,19,,0.002,0.006,0.008,0.2,,0.05,2.05,2.10,0.001,1,,,,,
26107510,2024/02/01,20,,0.002,0.006,0.008,0.2,,0.05,2.06,2.11,0.002,2,,,,,
26107510,2024/02/01,21,,0.002,0.006,0.008,0.2,,0.04,2.06,2.10,0.003,1,,,,,
26107510,2024/02/01,22,,0.002,0.005,0.007,0.2,,0.04,2.06,2.10,0.007,7,,,,,
26107510,2024/02/01,23,,0.002,0.005,0.007,0.2,,0.05,2.06,2.11,0.007,8,,,,,
26107510,2024/02/01,24,,0.003,0.006,0.009,0.2,,0.03,2.05,2.08,0.009,9,,,,,
26107510,2024/02/02,01,,0.002,0.003,0.005,0.2,,-,-,-,0.010,8,,,,,
26107510,2024/02/02,02,,0.002,0.004,0.006,0.2,,0.01,2.02,2.03,0.010,10,,,,,
26107510,2024/02/02,03,,0.001,0.004,0.005,0.2,,0.02,2.03,2.05,0.009,6,,,,,
26107510,2024/02/02,04,,0.002,0.003,0.005,0.2,,0.02,2.02,2.04,0.008,8,,,,,
26107510,2024/02/02,05,,0.002,0.003,0.005,0.2,,0.02,2.01,2.03,0.009,7,,,,,
26107510,2024/02/02,06,,0.005,0.005,0.010,0.2,,0.03,2.03,2.06,0.009,8,,,,,
26107510,2024/02/02,07,,0.002,0.007,0.009,0.2,,0.04,2.04,2.08,0.009,6,,,,,
26107510,2024/02/02,08,,0.005,0.014,0.019,0.3,,0.06,2.05,2.11,0.008,8,,,,,
26107510,2024/02/02,09,,0.010,0.018,0.028,0.3,,0.11,2.05,2.16,0.008,7,,,,,
26107510,2024/02/02,10,,0.011,0.015,0.026,0.2,,0.07,2.05,2.12,0.008,8,,,,,
26107510,2024/02/02,11,,0.007,0.013,0.020,0.2,,0.04,2.04,2.08,0.009,6,,,,,
26107510,2024/02/02,12,,0.010,0.012,0.022,0.2,,0.04,2.03,2.07,0.007,8,,,,,
26107510,2024/02/02,13,,0.008,0.012,0.020,0.2,,0.05,2.05,2.10,0.008,5,,,,,
26107510,2024/02/02,14,,0.008,0.010,0.018,0.2,,0.04,2.03,2.07,0.005,6,,,,,
26107510,2024/02/02,15,,0.011,0.010,0.021,0.2,,0.05,2.02,2.07,0.008,6,,,,,
26107510,2024/02/02,16,,0.005,0.008,0.013,0.2,,0.04,2.02,2.06,0.007,3,,,,,
26107510,2024/02/02,17,,0.005,0.008,0.013,0.2,,0.04,2.02,2.06,0.004,7,,,,,
26107510,2024/02/02,18,,0.004,0.008,0.012,0.2,,0.03,2.01,2.04,0.006,4,,,,,
26107510,2024/02/02,19,,0.002,0.008,0.010,0.2,,0.04,2.03,2.07,0.005,4,,,,,
26107510,2024/02/02,20,,0.003,0.007,0.010,0.2,,0.02,2.03,2.05,0.006,5,,,,,
26107510,2024/02/02,21,,0.003,0.010,0.013,0.2,,0.03,2.03,2.06,0.007,7,,,,,
26107510,2024/02/02,22,,0.004,0.013,0.017,0.2,,0.05,2.04,2.09,0.008,6,,,,,
26107510,2024/02/02,23,,0.003,0.010,0.013,0.2,,0.05,2.05,2.10,0.009,8,,,,,
26107510,2024/02/02,24,,0.008,0.018,0.026,0.2,,0.12,2.07,2.19,0.008,8,,,,,
26107510,2024/02/03,01,,0.004,0.010,0.014,0.2,,-,-,-,0.006,7,,,,,
26107510,2024/02/03,02,,0.001,0.004,0.005,0.2,,0.03,2.02,2.05,0.006,7,,,,,
26107510,2024/02/03,03,,0.002,0.005,0.007,0.1,,0,2.02,2.02,0.005,6,,,,,
26107510,2024/02/03,04,,0.002,0.008,0.010,0.2,,0.02,2.02,2.04,0.003,4,,,,,
26107510,2024/02/03,05,,0.004,0.010,0.014,0.2,,0.03,2.02,2.05,0.006,4,,,,,
26107510,2024/02/03,06,,0.010,0.015,0.025,0.2,,0.05,2.02,2.07,0.006,6,,,,,
26107510,2024/02/03,07,,0.017,0.028,0.045,0.3,,0.06,2.02,2.08,0.008,6,,,,,
26107510,2024/02/03,08,,0.012,0.023,0.035,0.3,,0.08,2.04,2.12,0.007,5,,,,,
26107510,2024/02/03,09,,0.026,0.030,0.056,0.4,,0.12,2.05,2.17,0.011,8,,,,,
26107510,2024/02/03,10,,0.020,0.023,0.043,0.3,,0.19,2.07,2.26,0.009,5,,,,,
26107510,2024/02/03,11,,0.008,0.013,0.021,0.2,,0.09,2.05,2.14,0.006,3,,,,,
26107510,2024/02/03,12,,0.006,0.008,0.014,0.2,,0.04,2.01,2.05,0.005,5,,,,,
26107510,2024/02/03,13,,0.007,0.008,0.015,0.2,,0.04,2.01,2.05,0.004,2,,,,,
26107510,2024/02/03,14,,0.004,0.006,0.010,0.2,,0.04,2.01,2.05,0.006,6,,,,,
26107510,2024/02/03,15,,0.002,0.004,0.006,0.1,,0.03,2.00,2.03,0.004,8,,,,,
26107510,2024/02/03,16,,0.004,0.006,0.010,0.2,,0.02,2.00,2.02,0.007,6,,,,,
26107510,2024/02/03,17,,0.005,0.009,0.014,0.2,,0.04,2.01,2.05,0.005,6,,,,,
26107510,2024/02/03,18,,0.003,0.008,0.011,0.2,,0.05,2.02,2.07,0.006,3,,,,,
26107510,2024/02/03,19,,0.002,0.007,0.009,0.2,,0.05,2.02,2.07,0.004,7,,,,,
26107510,2024/02/03,20,,0.001,0.006,0.007,0.2,,0.04,2.02,2.06,0.005,6,,,,,
26107510,2024/02/03,21,,0.003,0.007,0.010,0.2,,0.04,2.01,2.05,0.006,4,,,,,
26107510,2024/02/03,22,,0.002,0.006,0.008,0.2,,0.03,2.02,2.05,0.006,5,,,,,
26107510,2024/02/03,23,,0.001,0.005,0.006,0.2,,0.04,2.01,2.05,0.006,7,,,,,
26107510,2024/02/03,24,,0.004,0.009,0.013,0.2,,0.04,2.01,2.05,0.003,6,,,,,
26107510,2024/02/04,01,,0.001,0.004,0.005,0.1,,-,-,-,0.005,4,,,,,
26107510,2024/02/04,02,,0,0.004,0.004,0.1,,0.02,2.00,2.02,0.005,4,,,,,
26107510,2024/02/04,03,,0.002,0.006,0.008,0.2,,0.05,2.01,2.06,0.006,4,,,,,
26107510,2024/02/04,04,,0.001,0.004,0.005,0.1,,0.05,2.02,2.07,0.005,4,,,,,
26107510,2024/02/04,05,,0.003,0.007,0.010,0.2,,0.05,2.02,2.07,0.006,4,,,,,
26107510,2024/02/04,06,,0.005,0.009,0.014,0.2,,0.05,2.01,2.06,0.006,5,,,,,
26107510,2024/02/04,07,,0.014,0.012,0.026,0.2,,0.07,2.02,2.09,0.007,5,,,,,
26107510,2024/02/04,08,,0.009,0.013,0.022,0.2,,0.07,2.03,2.10,0.006,7,,,,,
26107510,2024/02/04,09,,0.006,0.010,0.016,0.2,,0.09,2.05,2.14,0.006,4,,,,,
26107510,2024/02/04,10,,0.004,0.007,0.011,0.2,,0.05,2.02,2.07,0.005,6,,,,,
