測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
26109030,2023/11/01,01,,0,0.015,0.015,,0.009,-,-,-,0.014,8,,,,,
26109030,2023/11/01,02,,0.001,0.016,0.017,,0.007,0.19,2.09,2.28,0.014,12,,,,,
26109030,2023/11/01,03,,0,0.016,0.016,,0.006,0.17,2.10,2.27,0.014,10,,,,,
26109030,2023/11/01,04,,0.001,0.018,0.019,,0.003,0.16,2.11,2.27,0.013,10,,,,,
26109030,2023/11/01,05,,0.002,0.017,0.019,,0.002,0.17,2.11,2.28,0.017,6,,,,,
26109030,2023/11/01,06,,0.005,0.017,0.022,,0.001,0.18,2.09,2.27,0.014,10,,,,,
26109030,2023/11/01,07,,0.008,0.016,0.024,,0.002,0.20,2.11,2.31,0.019,16,,,,,
26109030,2023/11/01,08,,0.016,0.016,0.032,,0.005,0.22,2.12,2.34,0.026,17,,,,,
26109030,2023/11/01,09,,0.015,0.016,0.031,,0.010,0.23,2.11,2.34,0.015,12,,,,,
26109030,2023/11/01,10,,0.009,0.014,0.023,,0.022,0.24,2.12,2.36,0.015,12,,,,,
26109030,2023/11/01,11,,0.006,0.012,0.018,,0.035,0.16,2.04,2.20,0.018,10,,,,,
26109030,2023/11/01,12,,0.004,0.010,0.014,,0.046,0.13,2.01,2.14,0.021,13,,,,,
26109030,2023/11/01,13,,0.004,0.010,0.014,,0.055,0.17,1.99,2.16,0.017,11,,,,,
26109030,2023/11/01,14,,0.003,0.009,0.012,,0.058,0.10,1.98,2.08,0.016,15,,,,,
26109030,2023/11/01,15,,0.003,0.013,0.016,,0.059,0.13,1.99,2.12,0.017,17,,,,,
26109030,2023/11/01,16,,0.003,0.013,0.016,,0.058,0.15,2.00,2.15,0.021,17,,,,,
26109030,2023/11/01,17,,0.002,0.019,0.021,,0.050,0.17,2.02,2.19,0.020,19,,,,,
26109030,2023/11/01,18,,0.002,0.023,0.025,,0.041,0.24,2.04,2.28,0.018,25,,,,,
26109030,2023/11/01,19,,0.001,0.023,0.024,,0.030,0.34,2.04,2.38,0.021,17,,,,,
26109030,2023/11/01,20,,0.001,0.024,0.025,,0.024,0.32,2.08,2.40,0.019,20,,,,,
26109030,2023/11/01,21,,0.001,0.025,0.026,,0.016,0.34,2.11,2.45,0.022,15,,,,,
26109030,2023/11/01,22,,0.001,0.022,0.023,,0.016,0.35,2.13,2.48,0.020,20,,,,,
26109030,2023/11/01,23,,0.001,0.019,0.020,,0.019,0.31,2.12,2.43,0.020,22,,,,,
26109030,2023/11/01,24,,0.001,0.020,0.021,,0.016,0.28,2.11,2.39,0.022,19,,,,,
26109030,2023/11/02,01,,0.001,0.021,0.022,,0.013,-,-,-,0.021,17,,,,,
26109030,2023/11/02,02,,0.001,0.019,0.020,,0.010,0.30,2.13,2.43,0.024,17,,,,,
26109030,2023/11/02,03,,0.001,0.024,0.025,,0.006,0.29,2.14,2.43,0.025,19,,,,,
26109030,2023/11/02,04,,0.002,0.023,0.025,,0.004,0.31,2.14,2.45,0.023,19,,,,,
26109030,2023/11/02,05,,0.004,0.026,0.030,,0.001,0.32,2.14,2.46,0.024,20,,,,,
26109030,2023/11/02,06,,0.003,0.021,0.024,,0.003,0.27,2.12,2.39,0.022,19,,,,,
26109030,2023/11/02,07,,0.009,0.023,0.032,,0.002,0.27,2.13,2.40,0.025,19,,,,,
26109030,2023/11/02,08,,0.013,0.020,0.033,,0.006,0.30,2.15,2.45,0.019,12,,,,,
26109030,2023/11/02,09,,0.010,0.018,0.028,,0.016,0.27,2.11,2.38,0.021,21,,,,,
26109030,2023/11/02,10,,0.007,0.015,0.022,,0.027,0.20,2.08,2.28,0.019,17,,,,,
26109030,2023/11/02,11,,-,-,-,,-,-,-,-,-,-,,,,,
26109030,2023/11/02,12,,-,-,-,,-,-,-,-,-,20,,,,,
26109030,2023/11/02,13,,0.003,0.007,0.010,,0.066,-,-,-,0.035,18,,,,,
26109030,2023/11/02,14,,0.002,0.006,0.008,,0.070,0.13,1.99,2.12,0.023,23,,,,,
26109030,2023/11/02,15,,0.002,0.006,0.008,,0.075,0.11,1.99,2.10,0.023,25,,,,,
26109030,2023/11/02,16,,0.002,0.008,0.010,,0.081,0.16,2.00,2.16,0.030,27,,,,,
26109030,2023/11/02,17,,0.002,0.011,0.013,,0.069,0.19,2.01,2.20,0.028,29,,,,,
26109030,2023/11/02,18,,0.002,0.018,0.020,,0.052,0.23,2.02,2.25,0.029,26,,,,,
26109030,2023/11/02,19,,0.002,0.017,0.019,,0.045,0.24,2.06,2.30,0.025,24,,,,,
26109030,2023/11/02,20,,0.001,0.016,0.017,,0.037,0.24,2.07,2.31,0.027,22,,,,,
26109030,2023/11/02,21,,0.001,0.019,0.020,,0.026,0.21,2.09,2.30,0.026,26,,,,,
26109030,2023/11/02,22,,0.001,0.018,0.019,,0.023,0.24,2.14,2.38,0.027,16,,,,,
26109030,2023/11/02,23,,0.001,0.019,0.020,,0.017,0.28,2.14,2.42,0.032,34,,,,,
26109030,2023/11/02,24,,0.001,0.020,0.021,,0.011,0.33,2.15,2.48,0.031,22,,,,,
26109030,2023/11/03,01,,0.001,0.020,0.021,,0.009,-,-,-,0.029,28,,,,,
26109030,2023/11/03,02,,0.001,0.019,0.020,,0.007,0.27,2.14,2.41,0.029,26,,,,,
26109030,2023/11/03,03,,0.001,0.017,0.018,,0.005,0.26,2.14,2.40,0.028,23,,,,,
26109030,2023/11/03,04,,0.001,0.017,0.018,,0.005,0.25,2.15,2.40,0.029,19,,,,,
26109030,2023/11/03,05,,0.002,0.018,0.020,,0.002,0.26,2.18,2.44,0.031,23,,,,,
26109030,2023/11/03,06,,0.004,0.017,0.021,,0.001,0.28,2.18,2.46,0.028,21,,,,,
26109030,2023/11/03,07,,0.006,0.016,0.022,,0.002,0.28,2.16,2.44,0.032,26,,,,,
26109030,2023/11/03,08,,0.009,0.013,0.022,,0.006,0.30,2.15,2.45,0.050,29,,,,,
26109030,2023/11/03,09,,0.009,0.015,0.024,,0.015,0.28,2.13,2.41,0.026,23,,,,,
26109030,2023/11/03,10,,0.009,0.015,0.024,,0.026,0.23,2.09,2.32,0.028,21,,,,,
26109030,2023/11/03,11,,0.006,0.011,0.017,,0.044,0.19,2.06,2.25,0.031,25,,,,,
26109030,2023/11/03,12,,0.003,0.008,0.011,,0.059,0.16,2.05,2.21,0.029,28,,,,,
26109030,2023/11/03,13,,0.003,0.006,0.009,,0.078,0.14,2.04,2.18,0.027,21,,,,,
26109030,2023/11/03,14,,0.002,0.006,0.008,,0.084,0.13,2.02,2.15,0.030,23,,,,,
26109030,2023/11/03,15,,0.002,0.007,0.009,,0.088,0.14,2.03,2.17,0.029,25,,,,,
26109030,2023/11/03,16,,0.002,0.005,0.007,,0.077,0.09,2.00,2.09,0.020,21,,,,,
26109030,2023/11/03,17,,0.002,0.008,0.010,,0.072,0.11,2.00,2.11,0.023,30,,,,,
26109030,2023/11/03,18,,0.002,0.012,0.014,,0.056,0.19,2.01,2.20,0.023,24,,,,,
26109030,2023/11/03,19,,0.002,0.012,0.014,,0.044,0.25,2.03,2.28,0.022,21,,,,,
26109030,2023/11/03,20,,0.001,0.013,0.014,,0.037,0.20,2.03,2.23,0.023,25,,,,,
26109030,2023/11/03,21,,0.001,0.018,0.019,,0.027,0.25,2.08,2.33,0.025,20,,,,,
26109030,2023/11/03,22,,0.001,0.016,0.017,,0.024,0.25,2.13,2.38,0.024,32,,,,,
26109030,2023/11/03,23,,0.001,0.016,0.017,,0.019,0.23,2.11,2.34,0.026,23,,,,,
26109030,2023/11/03,24,,0.001,0.015,0.016,,0.017,0.22,2.12,2.34,0.030,19,,,,,
26109030,2023/11/04,01,,0.001,0.016,0.017,,0.012,-,-,-,0.027,25,,,,,
26109030,2023/11/04,02,,0.001,0.013,0.014,,0.011,0.24,2.13,2.37,0.029,27,,,,,
26109030,2023/11/04,03,,0.001,0.017,0.018,,0.007,0.22,2.12,2.34,0.027,29,,,,,
26109030,2023/11/04,04,,0.001,0.014,0.015,,0.006,0.22,2.12,2.34,0.026,20,,,,,
26109030,2023/11/04,05,,0.001,0.014,0.015,,0.006,0.21,2.14,2.35,0.026,17,,,,,
26109030,2023/11/04,06,,0.002,0.014,0.016,,0.003,0.20,2.16,2.36,0.026,28,,,,,
26109030,2023/11/04,07,,0.004,0.014,0.018,,0.002,0.24,2.17,2.41,0.028,25,,,,,
26109030,2023/11/04,08,,0.011,0.014,0.025,,0.005,0.28,2.18,2.46,0.031,23,,,,,
26109030,2023/11/04,09,,0.013,0.016,0.029,,0.010,0.28,2.17,2.45,0.033,25,,,,,
26109030,2023/11/04,10,,0.012,0.021,0.033,,0.014,0.27,2.14,2.41,0.033,29,,,,,
26109030,2023/11/04,11,,0.006,0.013,0.019,,0.035,0.24,2.10,2.34,0.031,24,,,,,
26109030,2023/11/04,12,,0.003,0.005,0.008,,0.060,0.11,2.01,2.12,0.027,29,,,,,
26109030,2023/11/04,13,,0.003,0.005,0.008,,0.062,0.08,2.00,2.08,0.025,18,,,,,
26109030,2023/11/04,14,,0.002,0.005,0.007,,0.065,0.08,1.99,2.07,0.025,20,,,,,
26109030,2023/11/04,15,,0.002,0.008,0.010,,0.058,0.08,2.00,2.08,0.029,33,,,,,
26109030,2023/11/04,16,,0.003,0.013,0.016,,0.044,0.15,2.03,2.18,0.035,33,,,,,
26109030,2023/11/04,17,,0.002,0.013,0.015,,0.040,0.19,2.04,2.23,0.030,28,,,,,
26109030,2023/11/04,18,,0.002,0.009,0.011,,0.035,0.12,2.01,2.13,0.021,21,,,,,
26109030,2023/11/04,19,,0.002,0.013,0.015,,0.034,0.18,2.05,2.23,0.030,30,,,,,
26109030,2023/11/04,20,,0.001,0.015,0.016,,0.033,0.21,2.08,2.29,0.033,31,,,,,
26109030,2023/11/04,21,,0.001,0.014,0.015,,0.032,0.25,2.09,2.34,0.031,25,,,,,
26109030,2023/11/04,22,,0.001,0.011,0.012,,0.028,0.24,2.10,2.34,0.031,31,,,,,
26109030,2023/11/04,23,,0.001,0.010,0.011,,0.024,0.17,2.09,2.26,0.033,25,,,,,
26109030,2023/11/04,24,,0.001,0.011,0.012,,0.021,0.17,2.09,2.26,0.031,23,,,,,
26109030,2023/11/05,01,,0.001,0.010,0.011,,0.017,-,-,-,0.034,28,,,,,
26109030,2023/11/05,02,,0.001,0.008,0.009,,0.017,0.17,2.09,2.26,0.033,27,,,,,
26109030,2023/11/05,03,,0.001,0.008,0.009,,0.016,0.14,2.09,2.23,0.030,26,,,,,
