測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
26343010,2023/10/01,01,,,,,,,,,,,13,,,,,
26343010,2023/10/01,02,,,,,,,,,,,12,,,,,
26343010,2023/10/01,03,,,,,,,,,,,7,,,,,
26343010,2023/10/01,04,,,,,,,,,,,5,,,,,
26343010,2023/10/01,05,,,,,,,,,,,3,,,,,
26343010,2023/10/01,06,,,,,,,,,,,4,,,,,
26343010,2023/10/01,07,,,,,,,,,,,4,,,,,
26343010,2023/10/01,08,,,,,,,,,,,3,,,,,
26343010,2023/10/01,09,,,,,,,,,,,2,,,,,
26343010,2023/10/01,10,,,,,,,,,,,2,,,,,
26343010,2023/10/01,11,,,,,,,,,,,1,,,,,
26343010,2023/10/01,12,,,,,,,,,,,3,,,,,
26343010,2023/10/01,13,,,,,,,,,,,4,,,,,
26343010,2023/10/01,14,,,,,,,,,,,4,,,,,
26343010,2023/10/01,15,,,,,,,,,,,5,,,,,
26343010,2023/10/01,16,,,,,,,,,,,4,,,,,
26343010,2023/10/01,17,,,,,,,,,,,6,,,,,
26343010,2023/10/01,18,,,,,,,,,,,5,,,,,
26343010,2023/10/01,19,,,,,,,,,,,5,,,,,
26343010,2023/10/01,20,,,,,,,,,,,13,,,,,
26343010,2023/10/01,21,,,,,,,,,,,14,,,,,
26343010,2023/10/01,22,,,,,,,,,,,13,,,,,
26343010,2023/10/01,23,,,,,,,,,,,11,,,,,
26343010,2023/10/01,24,,,,,,,,,,,8,,,,,
26343010,2023/10/02,01,,,,,,,,,,,7,,,,,
26343010,2023/10/02,02,,,,,,,,,,,6,,,,,
26343010,2023/10/02,03,,,,,,,,,,,7,,,,,
26343010,2023/10/02,04,,,,,,,,,,,6,,,,,
26343010,2023/10/02,05,,,,,,,,,,,5,,,,,
26343010,2023/10/02,06,,,,,,,,,,,6,,,,,
26343010,2023/10/02,07,,,,,,,,,,,4,,,,,
26343010,2023/10/02,08,,,,,,,,,,,9,,,,,
26343010,2023/10/02,09,,,,,,,,,,,9,,,,,
26343010,2023/10/02,10,,,,,,,,,,,8,,,,,
26343010,2023/10/02,11,,,,,,,,,,,8,,,,,
26343010,2023/10/02,12,,,,,,,,,,,8,,,,,
26343010,2023/10/02,13,,,,,,,,,,,9,,,,,
26343010,2023/10/02,14,,,,,,,,,,,3,,,,,
26343010,2023/10/02,15,,,,,,,,,,,9,,,,,
26343010,2023/10/02,16,,,,,,,,,,,5,,,,,
26343010,2023/10/02,17,,,,,,,,,,,6,,,,,
26343010,2023/10/02,18,,,,,,,,,,,5,,,,,
26343010,2023/10/02,19,,,,,,,,,,,5,,,,,
26343010,2023/10/02,20,,,,,,,,,,,2,,,,,
26343010,2023/10/02,21,,,,,,,,,,,5,,,,,
26343010,2023/10/02,22,,,,,,,,,,,5,,,,,
26343010,2023/10/02,23,,,,,,,,,,,5,,,,,
26343010,2023/10/02,24,,,,,,,,,,,4,,,,,
26343010,2023/10/03,01,,,,,,,,,,,6,,,,,
26343010,2023/10/03,02,,,,,,,,,,,4,,,,,
26343010,2023/10/03,03,,,,,,,,,,,6,,,,,
26343010,2023/10/03,04,,,,,,,,,,,4,,,,,
26343010,2023/10/03,05,,,,,,,,,,,2,,,,,
26343010,2023/10/03,06,,,,,,,,,,,4,,,,,
26343010,2023/10/03,07,,,,,,,,,,,3,,,,,
26343010,2023/10/03,08,,,,,,,,,,,2,,,,,
26343010,2023/10/03,09,,,,,,,,,,,8,,,,,
26343010,2023/10/03,10,,,,,,,,,,,8,,,,,
26343010,2023/10/03,11,,,,,,,,,,,10,,,,,
26343010,2023/10/03,12,,,,,,,,,,,10,,,,,
26343010,2023/10/03,13,,,,,,,,,,,8,,,,,
26343010,2023/10/03,14,,,,,,,,,,,7,,,,,
26343010,2023/10/03,15,,,,,,,,,,,9,,,,,
26343010,2023/10/03,16,,,,,,,,,,,11,,,,,
26343010,2023/10/03,17,,,,,,,,,,,13,,,,,
26343010,2023/10/03,18,,,,,,,,,,,12,,,,,
26343010,2023/10/03,19,,,,,,,,,,,9,,,,,
26343010,2023/10/03,20,,,,,,,,,,,11,,,,,
26343010,2023/10/03,21,,,,,,,,,,,9,,,,,
26343010,2023/10/03,22,,,,,,,,,,,8,,,,,
26343010,2023/10/03,23,,,,,,,,,,,10,,,,,
26343010,2023/10/03,24,,,,,,,,,,,13,,,,,
26343010,2023/10/04,01,,,,,,,,,,,8,,,,,
26343010,2023/10/04,02,,,,,,,,,,,11,,,,,
26343010,2023/10/04,03,,,,,,,,,,,6,,,,,
26343010,2023/10/04,04,,,,,,,,,,,7,,,,,
26343010,2023/10/04,05,,,,,,,,,,,4,,,,,
26343010,2023/10/04,06,,,,,,,,,,,6,,,,,
26343010,2023/10/04,07,,,,,,,,,,,4,,,,,
26343010,2023/10/04,08,,,,,,,,,,,3,,,,,
26343010,2023/10/04,09,,,,,,,,,,,5,,,,,
26343010,2023/10/04,10,,,,,,,,,,,6,,,,,
26343010,2023/10/04,11,,,,,,,,,,,7,,,,,
26343010,2023/10/04,12,,,,,,,,,,,5,,,,,
26343010,2023/10/04,13,,,,,,,,,,,4,,,,,
26343010,2023/10/04,14,,,,,,,,,,,4,,,,,
26343010,2023/10/04,15,,,,,,,,,,,3,,,,,
26343010,2023/10/04,16,,,,,,,,,,,4,,,,,
26343010,2023/10/04,17,,,,,,,,,,,3,,,,,
26343010,2023/10/04,18,,,,,,,,,,,2,,,,,
26343010,2023/10/04,19,,,,,,,,,,,4,,,,,
26343010,2023/10/04,20,,,,,,,,,,,2,,,,,
26343010,2023/10/04,21,,,,,,,,,,,3,,,,,
26343010,2023/10/04,22,,,,,,,,,,,3,,,,,
26343010,2023/10/04,23,,,,,,,,,,,3,,,,,
26343010,2023/10/04,24,,,,,,,,,,,5,,,,,
26343010,2023/10/05,01,,,,,,,,,,,3,,,,,
26343010,2023/10/05,02,,,,,,,,,,,4,,,,,
26343010,2023/10/05,03,,,,,,,,,,,3,,,,,
26343010,2023/10/05,04,,,,,,,,,,,4,,,,,
26343010,2023/10/05,05,,,,,,,,,,,3,,,,,
26343010,2023/10/05,06,,,,,,,,,,,3,,,,,
26343010,2023/10/05,07,,,,,,,,,,,4,,,,,
26343010,2023/10/05,08,,,,,,,,,,,5,,,,,
26343010,2023/10/05,09,,,,,,,,,,,5,,,,,
26343010,2023/10/05,10,,,,,,,,,,,9,,,,,
26343010,2023/10/05,11,,,,,,,,,,,8,,,,,
26343010,2023/10/05,12,,,,,,,,,,,8,,,,,
26343010,2023/10/05,13,,,,,,,,,,,7,,,,,
26343010,2023/10/05,14,,,,,,,,,,,5,,,,,
26343010,2023/10/05,15,,,,,,,,,,,5,,,,,
26343010,2023/10/05,16,,,,,,,,,,,5,,,,,
26343010,2023/10/05,17,,,,,,,,,,,5,,,,,
26343010,2023/10/05,18,,,,,,,,,,,4,,,,,
26343010,2023/10/05,19,,,,,,,,,,,4,,,,,
26343010,2023/10/05,20,,,,,,,,,,,6,,,,,
26343010,2023/10/05,21,,,,,,,,,,,4,,,,,
26343010,2023/10/05,22,,,,,,,,,,,5,,,,,
26343010,2023/10/05,23,,,,,,,,,,,6,,,,,
26343010,2023/10/05,24,,,,,,,,,,,5,,,,,
26343010,2023/10/06,01,,,,,,,,,,,3,,,,,
26343010,2023/10/06,02,,,,,,,,,,,3,,,,,
26343010,2023/10/06,03,,,,,,,,,,,3,,,,,
26343010,2023/10/06,04,,,,,,,,,,,3,,,,,
26343010,2023/10/06,05,,,,,,,,,,,4,,,,,
26343010,2023/10/06,06,,,,,,,,,,,3,,,,,
26343010,2023/10/06,07,,,,,,,,,,,3,,,,,
26343010,2023/10/06,08,,,,,,,,,,,3,,,,,
26343010,2023/10/06,09,,,,,,,,,,,6,,,,,
26343010,2023/10/06,10,,,,,,,,,,,6,,,,,
26343010,2023/10/06,11,,,,,,,,,,,4,,,,,
26343010,2023/10/06,12,,,,,,,,,,,7,,,,,
26343010,2023/10/06,13,,,,,,,,,,,8,,,,,
26343010,2023/10/06,14,,,,,,,,,,,6,,,,,
26343010,2023/10/06,15,,,,,,,,,,,8,,,,,
26343010,2023/10/06,16,,,,,,,,,,,8,,,,,
26343010,2023/10/06,17,,,,,,,,,,,9,,,,,
26343010,2023/10/06,18,,,,,,,,,,,7,,,,,
26343010,2023/10/06,19,,,,,,,,,,,7,,,,,
26343010,2023/10/06,20,,,,,,,,,,,7,,,,,
26343010,2023/10/06,21,,,,,,,,,,,5,,,,,
26343010,2023/10/06,22,,,,,,,,,,,7,,,,,
26343010,2023/10/06,23,,,,,,,,,,,5,,,,,
26343010,2023/10/06,24,,,,,,,,,,,7,,,,,
26343010,2023/10/07,01,,,,,,,,,,,5,,,,,
26343010,2023/10/07,02,,,,,,,,,,,5,,,,,
26343010,2023/10/07,03,,,,,,,,,,,5,,,,,
26343010,2023/10/07,04,,,,,,,,,,,6,,,,,
26343010,2023/10/07,05,,,,,,,,,,,5,,,,,
26343010,2023/10/07,06,,,,,,,,,,,4,,,,,
26343010,2023/10/07,07,,,,,,,,,,,5,,,,,
26343010,2023/10/07,08,,,,,,,,,,,5,,,,,
26343010,2023/10/07,09,,,,,,,,,,,9,,,,,
26343010,2023/10/07,10,,,,,,,,,,,10,,,,,
26343010,2023/10/07,11,,,,,,,,,,,11,,,,,
26343010,2023/10/07,12,,,,,,,,,,,9,,,,,
26343010,2023/10/07,13,,,,,,,,,,,7,,,,,
26343010,2023/10/07,14,,,,,,,,,,,6,,,,,
26343010,2023/10/07,15,,,,,,,,,,,5,,,,,
26343010,2023/10/07,16,,,,,,,,,,,7,,,,,
26343010,2023/10/07,17,,,,,,,,,,,6,,,,,
26343010,2023/10/07,18,,,,,,,,,,,7,,,,,
26343010,2023/10/07,19,,,,,,,,,,,7,,,,,
26343010,2023/10/07,20,,,,,,,,,,,7,,,,,
26343010,2023/10/07,21,,,,,,,,,,,8,,,,,
26343010,2023/10/07,22,,,,,,,,,,,9,,,,,
26343010,2023/10/07,23,,,,,,,,,,,7,,,,,
26343010,2023/10/07,24,,,,,,,,,,,7,,,,,
26343010,2023/10/08,01,,,,,,,,,,,7,,,,,
26343010,2023/10/08,02,,,,,,,,,,,7,,,,,
26343010,2023/10/08,03,,,,,,,,,,,6,,,,,
26343010,2023/10/08,04,,,,,,,,,,,5,,,,,
26343010,2023/10/08,05,,,,,,,,,,,6,,,,,
26343010,2023/10/08,06,,,,,,,,,,,4,,,,,
26343010,2023/10/08,07,,,,,,,,,,,5,,,,,
26343010,2023/10/08,08,,,,,,,,,,,5,,,,,
26343010,2023/10/08,09,,,,,,,,,,,7,,,,,
26343010,2023/10/08,10,,,,,,,,,,,12,,,,,
26343010,2023/10/08,11,,,,,,,,,,,9,,,,,
26343010,2023/10/08,12,,,,,,,,,,,9,,,,,
26343010,2023/10/08,13,,,,,,,,,,,9,,,,,
26343010,2023/10/08,14,,,,,,,,,,,8,,,,,
26343010,2023/10/08,15,,,,,,,,,,,8,,,,,
26343010,2023/10/08,16,,,,,,,,,,,5,,,,,
26343010,2023/10/08,17,,,,,,,,,,,3,,,,,
26343010,2023/10/08,18,,,,,,,,,,,2,,,,,
26343010,2023/10/08,19,,,,,,,,,,,3,,,,,
26343010,2023/10/08,20,,,,,,,,,,,3,,,,,
26343010,2023/10/08,21,,,,,,,,,,,3,,,,,
26343010,2023/10/08,22,,,,,,,,,,,3,,,,,
26343010,2023/10/08,23,,,,,,,,,,,3,,,,,
26343010,2023/10/08,24,,,,,,,,,,,2,,,,,
26343010,2023/10/09,01,,,,,,,,,,,3,,,,,
26343010,2023/10/09,02,,,,,,,,,,,3,,,,,
26343010,2023/10/09,03,,,,,,,,,,,4,,,,,
26343010,2023/10/09,04,,,,,,,,,,,4,,,,,
