測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
26208020,2024/06/01,01,0.001,0.001,0.002,0.003,,0.033,0.04,2.01,2.05,0.013,7,,,,,
26208020,2024/06/01,02,0.001,0.001,0.003,0.004,,0.025,0.09,2.02,2.11,0.011,7,,,,,
26208020,2024/06/01,03,0.001,0.001,0.001,0.002,,0.034,0.05,2.01,2.06,0.011,7,,,,,
26208020,2024/06/01,04,0.001,0.001,0.001,0.002,,0.034,0.03,2.01,2.04,0.008,8,,,,,
26208020,2024/06/01,05,0.001,0.001,0.002,0.003,,0.027,0.04,2.01,2.05,0.007,9,,,,,
26208020,2024/06/01,06,0.001,0.001,0.002,0.003,,0.026,0.05,2.01,2.06,0.030,8,,,,,
26208020,2024/06/01,07,0.001,0.001,0.003,0.004,,0.029,0.03,2.01,2.04,0.016,7,,,,,
26208020,2024/06/01,08,0.001,0.002,0.004,0.006,,0.034,0.04,2.01,2.05,0.015,8,,,,,
26208020,2024/06/01,09,0.001,0.001,0.001,0.002,,0.050,0.04,2.00,2.04,0.010,8,,,,,
26208020,2024/06/01,10,0,0.001,0.001,0.002,,0.054,0.02,1.99,2.01,0.013,9,,,,,
26208020,2024/06/01,11,0.001,0.001,0.001,0.002,,0.054,0.03,1.99,2.02,0.013,12,,,,,
26208020,2024/06/01,12,0.001,0.001,0.003,0.004,,0.059,0.04,1.99,2.03,0.014,12,,,,,
26208020,2024/06/01,13,0.001,0.002,0.003,0.005,,0.061,0.05,2.00,2.05,0.013,11,,,,,
26208020,2024/06/01,14,0.001,0.001,0.001,0.002,,0.057,0.05,2.00,2.05,0.022,11,,,,,
26208020,2024/06/01,15,0.001,0.001,0.001,0.002,,0.056,0.04,1.99,2.03,0.008,12,,,,,
26208020,2024/06/01,16,0.001,0.001,0.001,0.002,,0.057,0.04,1.99,2.03,0.015,12,,,,,
26208020,2024/06/01,17,0.001,0.001,0.001,0.002,,0.058,0.03,1.99,2.02,0.014,13,,,,,
26208020,2024/06/01,18,0.001,0.001,0.002,0.003,,0.063,0.05,2.00,2.05,0.012,11,,,,,
26208020,2024/06/01,19,0.001,0.001,0.004,0.005,,0.057,0.05,2.02,2.07,0.016,14,,,,,
26208020,2024/06/01,20,0.001,0.001,0.005,0.006,,0.053,0.07,2.04,2.11,0.017,13,,,,,
26208020,2024/06/01,21,0.001,0.001,0.004,0.005,,0.054,0.08,2.03,2.11,0.015,14,,,,,
26208020,2024/06/01,22,0.001,0.001,0.005,0.006,,0.049,0.07,2.06,2.13,0.017,13,,,,,
26208020,2024/06/01,23,0.001,0.001,0.006,0.007,,0.034,0.11,2.04,2.15,0.020,13,,,,,
26208020,2024/06/01,24,0.001,0.001,0.007,0.008,,0.034,0.10,2.04,2.14,0.016,14,,,,,
26208020,2024/06/02,01,0.001,0.001,0.005,0.006,,0.030,0.08,2.05,2.13,0.020,14,,,,,
26208020,2024/06/02,02,0.001,0.001,0.005,0.006,,0.029,0.08,2.04,2.12,0.017,14,,,,,
26208020,2024/06/02,03,0.001,0.001,0.005,0.006,,0.028,0.08,2.04,2.12,0.019,13,,,,,
26208020,2024/06/02,04,0.001,0.001,0.004,0.005,,0.028,0.08,2.05,2.13,0.019,12,,,,,
26208020,2024/06/02,05,0.001,0.001,0.004,0.005,,0.025,0.08,2.04,2.12,0.016,13,,,,,
26208020,2024/06/02,06,0.001,0.001,0.004,0.005,,0.031,0.06,2.03,2.09,0.019,13,,,,,
26208020,2024/06/02,07,0.001,0.001,0.007,0.008,,0.027,0.08,2.04,2.12,0.018,12,,,,,
